"customer_id","first_name","last_name","amount"
426,"Bradley","Motley","7.99"
427,"Jesus","Mccartney","5.99"
427,"Jesus","Mccartney","3.99"
427,"Jesus","Mccartney","5.99"
428,"Herbert","Kruger","3.99"
428,"Herbert","Kruger","3.99"
429,"Frederick","Isbell","5.99"
429,"Frederick","Isbell","7.99"
430,"Ray","Houle","6.99"
431,"Joel","Francisco","4.99"
431,"Joel","Francisco","3.99"
431,"Joel","Francisco","4.99"
431,"Joel","Francisco","6.99"
431,"Joel","Francisco","8.99"
432,"Edwin","Burk","5.99"
432,"Edwin","Burk","4.99"
434,"Eddie","Tomlin","5.99"
434,"Eddie","Tomlin","7.99"
434,"Eddie","Tomlin","3.99"
434,"Eddie","Tomlin","3.99"
436,"Troy","Quigley","9.99"
437,"Randall","Neumann","5.99"
438,"Barry","Lovelace","4.99"
438,"Barry","Lovelace","4.99"
438,"Barry","Lovelace","4.99"
439,"Alexander","Fennell","4.99"
439,"Alexander","Fennell","4.99"
439,"Alexander","Fennell","6.99"
441,"Mario","Cheatham","4.99"
441,"Mario","Cheatham","4.99"
442,"Leroy","Bustamante","5.99"
442,"Leroy","Bustamante","8.99"
444,"Marcus","Hidalgo","3.99"
444,"Marcus","Hidalgo","4.99"
444,"Marcus","Hidalgo","7.99"
444,"Marcus","Hidalgo","5.99"
446,"Theodore","Culp","4.99"
446,"Theodore","Culp","3.99"
446,"Theodore","Culp","6.99"
447,"Clifford","Bowens","4.99"
447,"Clifford","Bowens","4.99"
448,"Miguel","Betancourt","5.99"
448,"Miguel","Betancourt","7.99"
448,"Miguel","Betancourt","3.99"
448,"Miguel","Betancourt","5.99"
449,"Oscar","Aquino","4.99"
450,"Jay","Robb","4.99"
450,"Jay","Robb","4.99"
450,"Jay","Robb","4.99"
451,"Jim","Rea","6.99"
451,"Jim","Rea","3.99"
451,"Jim","Rea","6.99"
452,"Tom","Milner","4.99"
452,"Tom","Milner","5.99"
452,"Tom","Milner","3.99"
452,"Tom","Milner","4.99"
453,"Calvin","Martel","5.99"
453,"Calvin","Martel","7.99"
453,"Calvin","Martel","4.99"
454,"Alex","Gresham","4.99"
454,"Alex","Gresham","7.99"
454,"Alex","Gresham","4.99"
454,"Alex","Gresham","5.99"
454,"Alex","Gresham","5.99"
454,"Alex","Gresham","9.99"
454,"Alex","Gresham","4.99"
456,"Ronnie","Ricketts","5.99"
456,"Ronnie","Ricketts","6.99"
456,"Ronnie","Ricketts","4.99"
457,"Bill","Gavin","4.99"
457,"Bill","Gavin","7.99"
457,"Bill","Gavin","4.99"
457,"Bill","Gavin","3.99"
458,"Lloyd","Dowd","5.99"
459,"Tommy","Collazo","4.99"
459,"Tommy","Collazo","4.99"
459,"Tommy","Collazo","9.99"
461,"Derek","Blakely","5.99"
461,"Derek","Blakely","4.99"
462,"Warren","Sherrod","5.99"
462,"Warren","Sherrod","9.99"
462,"Warren","Sherrod","4.99"
463,"Darrell","Power","4.99"
463,"Darrell","Power","4.99"
464,"Jerome","Kenyon","4.99"
465,"Floyd","Gandy","4.99"
465,"Floyd","Gandy","8.99"
466,"Leo","Ebert","7.99"
466,"Leo","Ebert","8.99"
466,"Leo","Ebert","3.99"
466,"Leo","Ebert","4.99"
467,"Alvin","Deloach","8.99"
467,"Alvin","Deloach","4.99"
467,"Alvin","Deloach","9.99"
467,"Alvin","Deloach","6.99"
468,"Tim","Cary","8.99"
468,"Tim","Cary","4.99"
469,"Wesley","Bull","9.99"
470,"Gordon","Allard","7.99"
471,"Dean","Sauer","4.99"
471,"Dean","Sauer","4.99"
471,"Dean","Sauer","4.99"
472,"Greg","Robins","4.99"
472,"Greg","Robins","6.99"
472,"Greg","Robins","5.99"
472,"Greg","Robins","4.99"
473,"Jorge","Olivares","4.99"
473,"Jorge","Olivares","4.99"
474,"Dustin","Gillette","8.99"
474,"Dustin","Gillette","7.99"
476,"Derrick","Bourque","3.99"
476,"Derrick","Bourque","4.99"
477,"Dan","Paine","6.99"
477,"Dan","Paine","10.99"
477,"Dan","Paine","4.99"
478,"Lewis","Lyman","4.99"
478,"Lewis","Lyman","6.99"
478,"Lewis","Lyman","8.99"
478,"Lewis","Lyman","4.99"
478,"Lewis","Lyman","4.99"
479,"Zachary","Hite","3.99"
479,"Zachary","Hite","3.99"
479,"Zachary","Hite","6.99"
481,"Herman","Devore","4.99"
481,"Herman","Devore","4.99"
483,"Vernon","Chapa","4.99"
483,"Vernon","Chapa","8.99"
484,"Roberto","Vu","3.99"
484,"Roberto","Vu","3.99"
484,"Roberto","Vu","4.99"
484,"Roberto","Vu","5.99"
485,"Clyde","Tobias","8.99"
486,"Glen","Talbert","4.99"
486,"Glen","Talbert","5.99"
487,"Hector","Poindexter","3.99"
488,"Shane","Millard","3.99"
488,"Shane","Millard","5.99"
489,"Ricardo","Meador","3.99"
489,"Ricardo","Meador","7.99"
489,"Ricardo","Meador","4.99"
490,"Sam","Mcduffie","3.99"
491,"Rick","Mattox","4.99"
491,"Rick","Mattox","4.99"
491,"Rick","Mattox","4.99"
491,"Rick","Mattox","4.99"
491,"Rick","Mattox","4.99"
491,"Rick","Mattox","3.99"
492,"Lester","Kraus","4.99"
492,"Lester","Kraus","4.99"
492,"Lester","Kraus","9.99"
493,"Brent","Harkins","3.99"
493,"Brent","Harkins","4.99"
495,"Charlie","Bess","4.99"
495,"Charlie","Bess","7.99"
495,"Charlie","Bess","3.99"
497,"Gilbert","Sledge","8.99"
497,"Gilbert","Sledge","5.99"
497,"Gilbert","Sledge","4.99"
498,"Gene","Sanborn","6.99"
498,"Gene","Sanborn","4.99"
499,"Marc","Outlaw","4.99"
499,"Marc","Outlaw","4.99"
500,"Reginald","Kinder","5.99"
500,"Reginald","Kinder","5.99"
500,"Reginald","Kinder","3.99"
500,"Reginald","Kinder","6.99"
501,"Ruben","Geary","5.99"
501,"Ruben","Geary","7.99"
502,"Brett","Cornwell","7.99"
503,"Angel","Barclay","4.99"
504,"Nathaniel","Adam","6.99"
505,"Rafael","Abney","5.99"
505,"Rafael","Abney","4.99"
505,"Rafael","Abney","7.99"
505,"Rafael","Abney","5.99"
506,"Leslie","Seward","6.99"
506,"Leslie","Seward","9.99"
506,"Leslie","Seward","6.99"
507,"Edgar","Rhoads","4.99"
507,"Edgar","Rhoads","4.99"
507,"Edgar","Rhoads","4.99"
508,"Milton","Howland","4.99"
509,"Raul","Fortier","4.99"
510,"Ben","Easter","5.99"
510,"Ben","Easter","8.99"
510,"Ben","Easter","8.99"
510,"Ben","Easter","5.99"
511,"Chester","Benner","10.99"
511,"Chester","Benner","4.99"
512,"Cecil","Vines","6.99"
512,"Cecil","Vines","4.99"
513,"Duane","Tubbs","7.99"
514,"Franklin","Troutman","4.99"
514,"Franklin","Troutman","3.99"
515,"Andre","Rapp","4.99"
515,"Andre","Rapp","5.99"
515,"Andre","Rapp","4.99"
515,"Andre","Rapp","4.99"
515,"Andre","Rapp","3.99"
516,"Elmer","Noe","4.99"
516,"Elmer","Noe","10.99"
517,"Brad","Mccurdy","4.99"
517,"Brad","Mccurdy","8.99"
517,"Brad","Mccurdy","4.99"
518,"Gabriel","Harder","5.99"
519,"Ron","Deluca","8.99"
519,"Ron","Deluca","5.99"
520,"Mitchell","Westmoreland","6.99"
520,"Mitchell","Westmoreland","4.99"
522,"Arnold","Havens","3.99"
522,"Arnold","Havens","8.99"
523,"Harvey","Guajardo","6.99"
523,"Harvey","Guajardo","8.99"
523,"Harvey","Guajardo","7.99"
524,"Jared","Ely","4.99"
526,"Karl","Seal","4.99"
526,"Karl","Seal","7.99"
526,"Karl","Seal","4.99"
526,"Karl","Seal","6.99"
526,"Karl","Seal","6.99"
528,"Claude","Herzog","4.99"
532,"Neil","Renner","4.99"
532,"Neil","Renner","3.99"
533,"Jessie","Milam","5.99"
533,"Jessie","Milam","6.99"
534,"Christian","Jung","4.99"
534,"Christian","Jung","4.99"
535,"Javier","Elrod","4.99"
535,"Javier","Elrod","4.99"
536,"Fernando","Churchill","4.99"
537,"Clinton","Buford","8.99"
537,"Clinton","Buford","8.99"
538,"Ted","Breaux","5.99"
538,"Ted","Breaux","4.99"
538,"Ted","Breaux","4.99"
539,"Mathew","Bolin","3.99"
539,"Mathew","Bolin","4.99"
540,"Tyrone","Asher","4.99"
540,"Tyrone","Asher","3.99"
540,"Tyrone","Asher","3.99"
541,"Darren","Windham","6.99"
542,"Lonnie","Tirado","4.99"
542,"Lonnie","Tirado","10.99"
543,"Lance","Pemberton","4.99"
543,"Lance","Pemberton","4.99"
543,"Lance","Pemberton","5.99"
544,"Cody","Nolen","10.99"
546,"Kelly","Knott","3.99"
546,"Kelly","Knott","5.99"
547,"Kurt","Emmons","8.99"
550,"Guy","Brownlee","6.99"
550,"Guy","Brownlee","3.99"
550,"Guy","Brownlee","4.99"
550,"Guy","Brownlee","9.99"
550,"Guy","Brownlee","10.99"
551,"Clayton","Barbee","4.99"
551,"Clayton","Barbee","3.99"
552,"Hugh","Waldrop","4.99"
553,"Max","Pitt","3.99"
553,"Max","Pitt","8.99"
553,"Max","Pitt","6.99"
554,"Dwayne","Olvera","4.99"
554,"Dwayne","Olvera","6.99"
554,"Dwayne","Olvera","6.99"
556,"Armando","Gruber","6.99"
556,"Armando","Gruber","5.99"
556,"Armando","Gruber","4.99"
556,"Armando","Gruber","6.99"
557,"Felix","Gaffney","6.99"
557,"Felix","Gaffney","3.99"
558,"Jimmie","Eggleston","4.99"
558,"Jimmie","Eggleston","4.99"
558,"Jimmie","Eggleston","4.99"
558,"Jimmie","Eggleston","10.99"
559,"Everett","Banda","4.99"
559,"Everett","Banda","4.99"
560,"Jordan","Archuleta","4.99"
561,"Ian","Still","4.99"
561,"Ian","Still","4.99"
561,"Ian","Still","5.99"
561,"Ian","Still","4.99"
561,"Ian","Still","4.99"
562,"Wallace","Slone","3.99"
562,"Wallace","Slone","4.99"
562,"Wallace","Slone","3.99"
562,"Wallace","Slone","4.99"
563,"Ken","Prewitt","4.99"
565,"Jaime","Nettles","4.99"
565,"Jaime","Nettles","5.99"
565,"Jaime","Nettles","5.99"
566,"Casey","Mena","5.99"
566,"Casey","Mena","4.99"
566,"Casey","Mena","4.99"
567,"Alfredo","Mcadams","4.99"
568,"Alberto","Henning","4.99"
568,"Alberto","Henning","4.99"
568,"Alberto","Henning","4.99"
569,"Dave","Gardiner","6.99"
569,"Dave","Gardiner","5.99"
570,"Ivan","Cromwell","4.99"
570,"Ivan","Cromwell","4.99"
570,"Ivan","Cromwell","5.99"
570,"Ivan","Cromwell","6.99"
570,"Ivan","Cromwell","3.99"
571,"Johnnie","Chisholm","4.99"
571,"Johnnie","Chisholm","3.99"
571,"Johnnie","Chisholm","4.99"
571,"Johnnie","Chisholm","4.99"
571,"Johnnie","Chisholm","10.99"
572,"Sidney","Burleson","10.99"
573,"Byron","Box","4.99"
573,"Byron","Box","5.99"
573,"Byron","Box","7.99"
574,"Julian","Vest","5.99"
574,"Julian","Vest","6.99"
575,"Isaac","Oglesby","4.99"
576,"Morris","Mccarter","4.99"
576,"Morris","Mccarter","8.99"
576,"Morris","Mccarter","3.99"
576,"Morris","Mccarter","4.99"
576,"Morris","Mccarter","6.99"
577,"Clifton","Malcolm","3.99"
577,"Clifton","Malcolm","6.99"
578,"Willard","Lumpkin","6.99"
578,"Willard","Lumpkin","4.99"
579,"Daryl","Larue","5.99"
579,"Daryl","Larue","3.99"
581,"Virgil","Wofford","3.99"
581,"Virgil","Wofford","4.99"
582,"Andy","Vanhorn","7.99"
583,"Marshall","Thorn","3.99"
583,"Marshall","Thorn","9.99"
583,"Marshall","Thorn","4.99"
583,"Marshall","Thorn","5.99"
583,"Marshall","Thorn","3.99"
584,"Salvador","Teel","3.99"
584,"Salvador","Teel","6.99"
585,"Perry","Swafford","7.99"
585,"Perry","Swafford","3.99"
587,"Sergio","Stanfield","4.99"
587,"Sergio","Stanfield","4.99"
588,"Marion","Ocampo","6.99"
588,"Marion","Ocampo","7.99"
588,"Marion","Ocampo","3.99"
589,"Tracy","Herrmann","4.99"
589,"Tracy","Herrmann","4.99"
589,"Tracy","Herrmann","8.99"
589,"Tracy","Herrmann","8.99"
590,"Seth","Hannon","7.99"
590,"Seth","Hannon","6.99"
590,"Seth","Hannon","9.99"
591,"Kent","Arsenault","4.99"
592,"Terrance","Roush","6.99"
592,"Terrance","Roush","5.99"
592,"Terrance","Roush","7.99"
593,"Rene","Mcalister","5.99"
593,"Rene","Mcalister","4.99"
593,"Rene","Mcalister","4.99"
593,"Rene","Mcalister","4.99"
594,"Eduardo","Hiatt","5.99"
594,"Eduardo","Hiatt","4.99"
594,"Eduardo","Hiatt","6.99"
595,"Terrence","Gunderson","4.99"
597,"Freddie","Duggan","4.99"
599,"Austin","Cintron","6.99"
599,"Austin","Cintron","4.99"
599,"Austin","Cintron","6.99"
202,"Carla","Gutierrez","4.99"
203,"Tara","Ryan","4.99"
203,"Tara","Ryan","7.99"
204,"Rosemary","Schmidt","7.99"
204,"Rosemary","Schmidt","4.99"
204,"Rosemary","Schmidt","7.99"
204,"Rosemary","Schmidt","4.99"
205,"Eileen","Carr","4.99"
205,"Eileen","Carr","5.99"
206,"Terri","Vasquez","5.99"
206,"Terri","Vasquez","4.99"
207,"Gertrude","Castillo","3.99"
208,"Lucy","Wheeler","5.99"
1,"Mary","Smith","5.99"
1,"Mary","Smith","9.99"
1,"Mary","Smith","4.99"
1,"Mary","Smith","4.99"
1,"Mary","Smith","3.99"
3,"Linda","Williams","8.99"
3,"Linda","Williams","6.99"
3,"Linda","Williams","6.99"
4,"Barbara","Jones","4.99"
4,"Barbara","Jones","5.99"
5,"Elizabeth","Brown","3.99"
5,"Elizabeth","Brown","4.99"
5,"Elizabeth","Brown","4.99"
6,"Jennifer","Davis","3.99"
7,"Maria","Miller","4.99"
8,"Susan","Wilson","5.99"
8,"Susan","Wilson","4.99"
9,"Margaret","Moore","7.99"
9,"Margaret","Moore","4.99"
10,"Dorothy","Taylor","4.99"
10,"Dorothy","Taylor","4.99"
10,"Dorothy","Taylor","3.99"
11,"Lisa","Anderson","6.99"
11,"Lisa","Anderson","7.99"
12,"Nancy","Thomas","5.99"
12,"Nancy","Thomas","5.99"
12,"Nancy","Thomas","5.99"
12,"Nancy","Thomas","4.99"
13,"Karen","Jackson","4.99"
13,"Karen","Jackson","8.99"
14,"Betty","White","4.99"
15,"Helen","Harris","5.99"
16,"Sandra","Martin","6.99"
16,"Sandra","Martin","7.99"
16,"Sandra","Martin","7.99"
17,"Donna","Thompson","5.99"
17,"Donna","Thompson","8.99"
17,"Donna","Thompson","5.99"
18,"Carol","Garcia","5.99"
18,"Carol","Garcia","4.99"
18,"Carol","Garcia","5.99"
18,"Carol","Garcia","8.99"
20,"Sharon","Robinson","3.99"
20,"Sharon","Robinson","4.99"
20,"Sharon","Robinson","4.99"
21,"Michelle","Clark","7.99"
21,"Michelle","Clark","4.99"
21,"Michelle","Clark","4.99"
21,"Michelle","Clark","10.99"
23,"Sarah","Lewis","5.99"
23,"Sarah","Lewis","4.99"
24,"Kimberly","Lee","4.99"
24,"Kimberly","Lee","5.99"
24,"Kimberly","Lee","7.99"
25,"Deborah","Walker","4.99"
25,"Deborah","Walker","6.99"
25,"Deborah","Walker","8.99"
25,"Deborah","Walker","4.99"
25,"Deborah","Walker","4.99"
26,"Jessica","Hall","5.99"
26,"Jessica","Hall","4.99"
26,"Jessica","Hall","9.99"
26,"Jessica","Hall","3.99"
26,"Jessica","Hall","6.99"
26,"Jessica","Hall","4.99"
26,"Jessica","Hall","4.99"
27,"Shirley","Allen","4.99"
27,"Shirley","Allen","4.99"
27,"Shirley","Allen","3.99"
27,"Shirley","Allen","4.99"
27,"Shirley","Allen","3.99"
28,"Cynthia","Young","4.99"
28,"Cynthia","Young","3.99"
29,"Angela","Hernandez","7.99"
30,"Melissa","King","4.99"
31,"Brenda","Wright","4.99"
31,"Brenda","Wright","6.99"
31,"Brenda","Wright","7.99"
31,"Brenda","Wright","4.99"
32,"Amy","Lopez","6.99"
32,"Amy","Lopez","5.99"
33,"Anna","Hill","10.99"
33,"Anna","Hill","8.99"
34,"Rebecca","Scott","4.99"
34,"Rebecca","Scott","5.99"
35,"Virginia","Green","4.99"
35,"Virginia","Green","4.99"
37,"Pamela","Baker","4.99"
37,"Pamela","Baker","3.99"
38,"Martha","Gonzalez","4.99"
38,"Martha","Gonzalez","3.99"
39,"Debra","Nelson","5.99"
39,"Debra","Nelson","4.99"
39,"Debra","Nelson","4.99"
39,"Debra","Nelson","4.99"
39,"Debra","Nelson","4.99"
40,"Amanda","Carter","7.99"
40,"Amanda","Carter","4.99"
41,"Stephanie","Mitchell","4.99"
41,"Stephanie","Mitchell","7.99"
42,"Carolyn","Perez","3.99"
42,"Carolyn","Perez","4.99"
43,"Christine","Roberts","4.99"
44,"Marie","Turner","3.99"
44,"Marie","Turner","3.99"
44,"Marie","Turner","4.99"
45,"Janet","Phillips","4.99"
45,"Janet","Phillips","4.99"
45,"Janet","Phillips","3.99"
46,"Catherine","Campbell","4.99"
46,"Catherine","Campbell","4.99"
46,"Catherine","Campbell","8.99"
46,"Catherine","Campbell","4.99"
46,"Catherine","Campbell","4.99"
47,"Frances","Parker","4.99"
47,"Frances","Parker","6.99"
47,"Frances","Parker","5.99"
48,"Ann","Evans","9.99"
49,"Joyce","Edwards","9.99"
49,"Joyce","Edwards","6.99"
49,"Joyce","Edwards","4.99"
50,"Diane","Collins","4.99"
52,"Julie","Sanchez","4.99"
52,"Julie","Sanchez","4.99"
54,"Teresa","Rogers","4.99"
54,"Teresa","Rogers","6.99"
54,"Teresa","Rogers","4.99"
55,"Doris","Reed","4.99"
55,"Doris","Reed","4.99"
56,"Gloria","Cook","6.99"
56,"Gloria","Cook","4.99"
57,"Evelyn","Morgan","5.99"
57,"Evelyn","Morgan","4.99"
57,"Evelyn","Morgan","7.99"
58,"Jean","Bell","4.99"
59,"Cheryl","Murphy","3.99"
59,"Cheryl","Murphy","3.99"
60,"Mildred","Bailey","4.99"
60,"Mildred","Bailey","4.99"
62,"Joan","Cooper","6.99"
62,"Joan","Cooper","4.99"
62,"Joan","Cooper","5.99"
62,"Joan","Cooper","3.99"
65,"Rose","Howard","7.99"
65,"Rose","Howard","4.99"
66,"Janice","Ward","4.99"
66,"Janice","Ward","4.99"
66,"Janice","Ward","3.99"
66,"Janice","Ward","6.99"
67,"Kelly","Torres","3.99"
67,"Kelly","Torres","3.99"
67,"Kelly","Torres","4.99"
68,"Nicole","Peterson","5.99"
68,"Nicole","Peterson","8.99"
68,"Nicole","Peterson","4.99"
69,"Judy","Gray","4.99"
70,"Christina","Ramirez","4.99"
71,"Kathy","James","4.99"
71,"Kathy","James","5.99"
72,"Theresa","Watson","4.99"
73,"Beverly","Brooks","4.99"
74,"Denise","Kelly","7.99"
75,"Tammy","Sanders","4.99"
75,"Tammy","Sanders","7.99"
75,"Tammy","Sanders","4.99"
75,"Tammy","Sanders","6.99"
75,"Tammy","Sanders","4.99"
76,"Irene","Price","6.99"
77,"Jane","Bennett","4.99"
77,"Jane","Bennett","3.99"
77,"Jane","Bennett","8.99"
78,"Lori","Wood","6.99"
78,"Lori","Wood","7.99"
79,"Rachel","Barnes","4.99"
80,"Marilyn","Ross","8.99"
80,"Marilyn","Ross","3.99"
81,"Andrea","Henderson","5.99"
81,"Andrea","Henderson","4.99"
82,"Kathryn","Coleman","8.99"
82,"Kathryn","Coleman","8.99"
83,"Louise","Jenkins","5.99"
83,"Louise","Jenkins","5.99"
83,"Louise","Jenkins","3.99"
83,"Louise","Jenkins","4.99"
84,"Sara","Perry","4.99"
84,"Sara","Perry","5.99"
85,"Anne","Powell","5.99"
85,"Anne","Powell","4.99"
85,"Anne","Powell","3.99"
86,"Jacqueline","Long","4.99"
86,"Jacqueline","Long","4.99"
86,"Jacqueline","Long","4.99"
86,"Jacqueline","Long","4.99"
87,"Wanda","Patterson","4.99"
87,"Wanda","Patterson","4.99"
87,"Wanda","Patterson","9.99"
88,"Bonnie","Hughes","7.99"
89,"Julia","Flores","8.99"
89,"Julia","Flores","7.99"
89,"Julia","Flores","4.99"
89,"Julia","Flores","7.99"
90,"Ruby","Washington","6.99"
91,"Lois","Butler","4.99"
91,"Lois","Butler","3.99"
92,"Tina","Simmons","4.99"
92,"Tina","Simmons","8.99"
93,"Phyllis","Foster","4.99"
94,"Norma","Gonzales","4.99"
94,"Norma","Gonzales","3.99"
94,"Norma","Gonzales","4.99"
96,"Diana","Alexander","3.99"
96,"Diana","Alexander","7.99"
96,"Diana","Alexander","5.99"
97,"Annie","Russell","4.99"
98,"Lillian","Griffin","3.99"
98,"Lillian","Griffin","5.99"
98,"Lillian","Griffin","4.99"
98,"Lillian","Griffin","4.99"
98,"Lillian","Griffin","4.99"
99,"Emily","Diaz","4.99"
100,"Robin","Hayes","4.99"
100,"Robin","Hayes","3.99"
100,"Robin","Hayes","6.99"
102,"Crystal","Ford","8.99"
103,"Gladys","Hamilton","4.99"
104,"Rita","Graham","3.99"
105,"Dawn","Sullivan","3.99"
105,"Dawn","Sullivan","3.99"
105,"Dawn","Sullivan","3.99"
106,"Connie","Wallace","4.99"
106,"Connie","Wallace","4.99"
107,"Florence","Woods","6.99"
107,"Florence","Woods","4.99"
107,"Florence","Woods","3.99"
107,"Florence","Woods","3.99"
108,"Tracy","Cole","4.99"
108,"Tracy","Cole","8.99"
108,"Tracy","Cole","4.99"
109,"Edna","West","3.99"
109,"Edna","West","6.99"
109,"Edna","West","5.99"
109,"Edna","West","5.99"
110,"Tiffany","Jordan","8.99"
111,"Carmen","Owens","6.99"
111,"Carmen","Owens","4.99"
112,"Rosa","Reynolds","4.99"
112,"Rosa","Reynolds","4.99"
113,"Cindy","Fisher","4.99"
113,"Cindy","Fisher","8.99"
113,"Cindy","Fisher","6.99"
114,"Grace","Ellis","7.99"
114,"Grace","Ellis","5.99"
115,"Wendy","Harrison","6.99"
116,"Victoria","Gibson","4.99"
116,"Victoria","Gibson","4.99"
116,"Victoria","Gibson","4.99"
